title,audienceScore,tomatoMeter,popularity,vote_average,vote_count
Labyrinth of Cinema,80.0,90.0,2.473,8.2,12.0
Tallulah,69.0,85.0,8.986,6.8,587.0
City of Gold,80.0,89.0,,,
Full Time,100.0,98.0,0.84,0.0,0.0
Leaning Into the Wind: Andy Goldsworthy,68.0,98.0,0.639,8.4,6.0
Boom Bust Boom,72.0,86.0,2.851,7.0,11.0
Master of Light,75.0,100.0,,,
Red Rocket,75.0,90.0,0.6,8.0,1.0
Red Rocket,75.0,90.0,6.94,0.0,0.0
Ma Rainey's Black Bottom,72.0,97.0,15.227,6.7,788.0
Brian Wilson: Long Promised Road,81.0,89.0,,,
Dying to Survive,93.0,86.0,5.12,8.1,69.0
The Paper Tigers,93.0,98.0,7.03,7.0,55.0
Psycho Raman,74.0,87.0,,,
Thor: Ragnarok,87.0,93.0,125.417,7.6,16704.0
Promising Young Woman,87.0,90.0,22.493,7.6,1622.0
Mudbound,85.0,97.0,11.708,7.5,965.0
96 Souls,94.0,0.0,,,
That Guy Dick Miller,87.0,80.0,,,
Sgt. Will Gardner,88.0,22.0,,,
Tom of Finland,69.0,83.0,5.46,7.0,95.0
Mandibles,55.0,91.0,10.161,6.4,199.0
Iceman,70.0,83.0,5.173,6.0,69.0
Knuckleball,40.0,83.0,3.1,5.9,30.0
Retrograde,95.0,93.0,5.36,0.0,0.0
Jakob's Wife,62.0,85.0,8.163,6.4,50.0
My Journey Through French Cinema,60.0,100.0,,,
The Villainess,66.0,85.0,21.044,6.9,479.0
Pig,70.0,81.0,1.22,5.6,15.0
Pig,70.0,81.0,0.6,0.0,0.0
Pig,70.0,81.0,23.144,6.7,354.0
What We Started,99.0,85.0,4.586,7.2,25.0
Raging Fire,100.0,91.0,15.633,7.2,17.0
Little Pink House,81.0,80.0,3.928,6.5,18.0
Return to Gorée,36.0,100.0,,,
Wildflower,98.0,52.0,25.54,5.3,24.0
Moana,89.0,95.0,25.97,7.6,9909.0
Rottentail,93.0,17.0,2.476,4.3,4.0
Time to Choose,79.0,86.0,3.52,7.7,7.0
The First Wave,83.0,97.0,7.271,7.0,1.0
Dave Made a Maze,70.0,86.0,8.832,6.4,160.0
The Kingmaker,90.0,97.0,4.507,7.3,18.0
Imitation Girl,44.0,88.0,3.04,5.0,22.0
Spider-Man: No Way Home,98.0,93.0,569.289,0.0,0.0
"Ma Belle, My Beauty",82.0,78.0,2.77,0.0,0.0
Missing Link,67.0,88.0,36.977,7.0,626.0
Reunion,33.0,92.0,1.794,5.8,24.0
Reunion,33.0,92.0,0.6,0.0,0.0
Brighton 4th,38.0,89.0,1.57,0.0,0.0
Tehran Taboo,80.0,97.0,6.117,7.2,60.0
When Today Ends,100.0,100.0,,,
Rodents of Unusual Size,91.0,98.0,,,
Songs My Brothers Taught Me,66.0,94.0,6.175,7.0,56.0
Buffaloed,60.0,81.0,11.458,6.8,148.0
Best Worst Thing That Ever Could Have Happened,78.0,95.0,,,
Wait for Your Laugh,98.0,89.0,2.5,7.4,10.0
First Love,88.0,98.0,9.007,6.8,162.0
First Love,88.0,98.0,2.965,6.0,1.0
First Love,88.0,98.0,1.867,5.9,5.0
First Love,88.0,98.0,1.96,6.0,1.0
SHOT! The Psycho-Spiritual Mantra of Rock,45.0,94.0,,,
Catherine Called Birdy,63.0,88.0,,,
